Date,State,District,Pincode,Age_0_5,Age_5_17,Age_18_greater
03-09-2025,"Andhra Pradesh","West Godavari",534324,1,0,0
03-09-2025,"Andhra Pradesh","West Godavari",534327,1,0,0
03-09-2025,"Andhra Pradesh","West Godavari",534340,1,0,0
03-09-2025,"Andhra Pradesh","West Godavari",534350,3,0,0
03-09-2025,"Andhra Pradesh","Y. S. R",516289,1,0,0
03-09-2025,"Andhra Pradesh","Y. S. R",516431,1,0,0
03-09-2025,"Arunachal Pradesh",Anjaw,792104,2,2,0
03-09-2025,"Arunachal Pradesh","Kra Daadi",791118,1,0,0
03-09-2025,"Arunachal Pradesh",Longding,792131,2,8,0
03-09-2025,"Arunachal Pradesh",Tawang,790104,2,0,0
03-09-2025,Assam,Baksa,781360,1,3,0
03-09-2025,Assam,Baksa,781367,1,3,0
03-09-2025,Assam,Baksa,781373,1,1,0
03-09-2025,Assam,Barpeta,781301,2,1,0
03-09-2025,Assam,Barpeta,781315,14,5,0
03-09-2025,Assam,Barpeta,781317,6,4,0
03-09-2025,Assam,Barpeta,781319,20,2,0
03-09-2025,Assam,Barpeta,781321,7,3,0
03-09-2025,Assam,Barpeta,781326,1,0,0
03-09-2025,Assam,Barpeta,781328,1,0,0
03-09-2025,Assam,Biswanath,784175,1,1,0
03-09-2025,Assam,Bongaigaon,783380,3,2,0
03-09-2025,Assam,Bongaigaon,783381,1,1,0
03-09-2025,Assam,Bongaigaon,783382,4,1,0
03-09-2025,Assam,Bongaigaon,783388,1,0,0
03-09-2025,Assam,Cachar,788001,2,1,0
03-09-2025,Assam,Cachar,788002,3,0,0
03-09-2025,Assam,Cachar,788006,3,4,0
03-09-2025,Assam,Cachar,788013,8,2,0
03-09-2025,Assam,Cachar,788025,5,0,0
03-09-2025,Assam,Cachar,788103,1,0,0
03-09-2025,Assam,Cachar,788107,5,0,0
03-09-2025,Assam,Cachar,788111,3,1,0
03-09-2025,Assam,Cachar,788116,2,1,0
03-09-2025,Assam,Cachar,788117,2,2,0
03-09-2025,Assam,Cachar,788118,0,1,0
03-09-2025,Assam,Cachar,788126,9,3,0
03-09-2025,Assam,Cachar,788805,2,0,0
03-09-2025,Assam,Charaideo,785693,3,1,0
03-09-2025,Assam,Chirang,783380,1,2,0
03-09-2025,Assam,Chirang,783391,2,1,0
03-09-2025,Assam,Darrang,784116,7,3,0
03-09-2025,Assam,Darrang,784144,2,3,0
03-09-2025,Assam,Darrang,784145,6,3,0
03-09-2025,Assam,Darrang,784522,1,1,0
03-09-2025,Assam,Dhemaji,786110,6,4,0
03-09-2025,Assam,Dhemaji,787057,5,2,0
03-09-2025,Assam,Dhemaji,787060,4,3,4
03-09-2025,Assam,Dhubri,783331,13,3,0
03-09-2025,Assam,Dhubri,783337,0,1,0
03-09-2025,Assam,Dhubri,783371,8,3,0
03-09-2025,Assam,Dibrugarh,786008,1,1,0
03-09-2025,Assam,Dibrugarh,786103,0,1,0
03-09-2025,Assam,Dibrugarh,786611,0,1,0
03-09-2025,Assam,Dibrugarh,786612,2,1,0
03-09-2025,Assam,Dibrugarh,786613,1,1,0
03-09-2025,Assam,Goalpara,783101,6,1,0
03-09-2025,Assam,Golaghat,785602,3,0,0
03-09-2025,Assam,Golaghat,785609,0,1,0
03-09-2025,Assam,Golaghat,785612,3,0,0
03-09-2025,Assam,Golaghat,785619,2,0,0
03-09-2025,Assam,Golaghat,785705,83,13,0
03-09-2025,Assam,Hailakandi,788802,2,0,0
03-09-2025,Assam,Jorhat,785104,1,0,0
03-09-2025,Assam,Jorhat,785631,3,0,0
03-09-2025,Assam,Kamrup,781120,6,2,0
03-09-2025,Assam,Kamrup,781121,0,1,0
03-09-2025,Assam,Kamrup,781354,4,4,0
03-09-2025,Assam,Kamrup,781364,1,1,0
03-09-2025,Assam,Kamrup,781380,3,0,0
03-09-2025,Assam,Kamrup,781381,3,0,0
03-09-2025,Assam,"Kamrup Metro",781014,0,1,0
03-09-2025,Assam,"Kamrup Metro",781015,4,0,0
03-09-2025,Assam,"Kamrup Metro",781019,3,1,0
03-09-2025,Assam,"Kamrup Metro",781023,1,1,0
03-09-2025,Assam,"Kamrup Metro",781024,0,2,0
03-09-2025,Assam,"Kamrup Metro",781025,3,5,1
03-09-2025,Assam,"Kamrup Metro",781028,0,1,0
03-09-2025,Assam,"Kamrup Metro",781034,1,0,0
03-09-2025,Assam,"Kamrup Metro",781037,2,0,0
03-09-2025,Assam,"Kamrup Metro",781150,2,0,0
03-09-2025,Assam,"Karbi Anglong",782435,1,0,0
03-09-2025,Assam,"Karbi Anglong",782450,0,1,3
03-09-2025,Assam,"Karbi Anglong",782461,10,4,4
03-09-2025,Assam,Karimganj,788166,2,2,0
03-09-2025,Assam,Karimganj,788713,3,0,0
03-09-2025,Assam,Karimganj,788726,2,0,0
03-09-2025,Assam,Karimganj,788736,1,1,0
03-09-2025,Assam,Karimganj,788737,5,12,0
03-09-2025,Assam,Kokrajhar,783332,1,0,0
03-09-2025,Assam,Kokrajhar,783347,2,0,0
03-09-2025,Assam,Kokrajhar,783369,1,0,0
03-09-2025,Assam,Kokrajhar,783370,6,5,0
03-09-2025,Assam,Lakhimpur,784162,1,2,0
03-09-2025,Assam,Lakhimpur,787033,3,0,0
03-09-2025,Assam,Majuli,785105,1,1,0
03-09-2025,Assam,Majuli,785110,2,0,0
03-09-2025,Assam,Marigaon,782126,2,4,0
03-09-2025,Assam,Marigaon,782410,20,2,0
03-09-2025,Assam,Nagaon,782002,1,1,0
03-09-2025,Assam,Nagaon,782102,1,0,0
03-09-2025,Assam,Nagaon,782103,1,0,0
03-09-2025,Assam,Nagaon,782120,3,2,0
03-09-2025,Assam,Nagaon,782122,5,2,0
03-09-2025,Assam,Nagaon,782125,23,2,0
03-09-2025,Assam,Nagaon,782138,4,1,0
03-09-2025,Assam,Nagaon,782143,1,0,0
03-09-2025,Assam,Nagaon,782429,2,0,0
03-09-2025,Assam,Nagaon,782442,1,0,0
03-09-2025,Assam,Nagaon,782445,2,3,0
03-09-2025,Assam,Nalbari,781334,3,0,0
03-09-2025,Assam,Nalbari,781339,1,0,0
03-09-2025,Assam,Nalbari,781350,1,0,0
03-09-2025,Assam,"North Cachar Hills",788830,4,2,0
03-09-2025,Assam,Sibsagar,785671,0,2,0
03-09-2025,Assam,Sibsagar,785672,1,0,0
03-09-2025,Assam,Sonitpur,784001,2,1,0
03-09-2025,Assam,Sonitpur,784025,2,3,0
03-09-2025,Assam,Sonitpur,784027,13,8,0
03-09-2025,Assam,Sonitpur,784153,19,3,0
03-09-2025,Assam,"South Salmara Mankachar",783128,4,0,0
03-09-2025,Assam,"South Salmara Mankachar",783135,4,0,0
03-09-2025,Assam,Sribhumi,788701,1,0,0
03-09-2025,Assam,Tinsukia,786125,1,2,0
03-09-2025,Assam,Tinsukia,786188,0,1,0
03-09-2025,Assam,Udalguri,784190,2,1,0
03-09-2025,Bihar,Araria,854102,1,1,0
03-09-2025,Bihar,Araria,854311,14,9,0
03-09-2025,Bihar,Araria,854318,18,14,0
03-09-2025,Bihar,Araria,854329,16,5,0
03-09-2025,Bihar,Araria,854331,1,2,0
03-09-2025,Bihar,Araria,854332,1,0,0
03-09-2025,Bihar,Aurangabad,824101,2,8,0
03-09-2025,Bihar,Aurangabad,824114,0,3,0
03-09-2025,Bihar,Aurangabad,824121,0,4,0
03-09-2025,Bihar,Aurangabad,824125,1,3,0
03-09-2025,Bihar,Aurangabad,824143,2,4,0
03-09-2025,Bihar,Aurangabad,824203,4,12,0
03-09-2025,Bihar,Aurangabad(bh),824124,1,1,0
03-09-2025,Bihar,Begusarai,848202,7,6,0
03-09-2025,Bihar,Begusarai,848204,8,2,0
03-09-2025,Bihar,Begusarai,851204,1,2,0
03-09-2025,Bihar,Begusarai,851210,1,2,0
03-09-2025,Bihar,Bhagalpur,812004,6,1,0
03-09-2025,Bihar,Bhagalpur,813205,5,9,0
03-09-2025,Bihar,Bhagalpur,813213,6,4,0
03-09-2025,Bihar,Bhagalpur,813222,5,4,0
03-09-2025,Bihar,Bhagalpur,853202,5,9,0
03-09-2025,Bihar,Bhojpur,802152,0,6,0
03-09-2025,Bihar,Bhojpur,802155,0,4,0
03-09-2025,Bihar,Bhojpur,802160,0,1,0
03-09-2025,Bihar,Bhojpur,802162,0,5,0
03-09-2025,Bihar,Bhojpur,802201,1,3,0
03-09-2025,Bihar,Bhojpur,802301,4,9,0
03-09-2025,Bihar,Bhojpur,802315,0,1,0
03-09-2025,Bihar,Bhojpur,802316,1,0,0
03-09-2025,Bihar,Bhojpur,802351,0,2,0
03-09-2025,Bihar,Buxar,802128,1,2,0
03-09-2025,Bihar,Buxar,802129,0,11,0
03-09-2025,Bihar,Buxar,802135,0,1,0
03-09-2025,Bihar,Darbhanga,846006,2,1,0
03-09-2025,Bihar,Darbhanga,847106,9,3,0
03-09-2025,Bihar,Darbhanga,847303,5,3,0
03-09-2025,Bihar,Darbhanga,847304,5,4,0
03-09-2025,Bihar,Darbhanga,847405,7,2,0
03-09-2025,Bihar,Darbhanga,847427,22,4,0
03-09-2025,Bihar,Darbhanga,848207,0,5,0
03-09-2025,Bihar,"East Champaran",845305,9,15,0
03-09-2025,Bihar,"East Champaran",845406,9,4,0
03-09-2025,Bihar,"East Champaran",845413,5,3,0
03-09-2025,Bihar,"East Champaran",845416,3,8,0
03-09-2025,Bihar,"East Champaran",845419,2,0,0
03-09-2025,Bihar,"East Champaran",845425,4,9,0
03-09-2025,Bihar,"East Champaran",845432,3,2,0
03-09-2025,Bihar,"East Champaran",845435,5,15,0
03-09-2025,Bihar,Gaya,805131,0,8,0
03-09-2025,Bihar,Gaya,824231,3,7,0
03-09-2025,Bihar,Gaya,824233,0,16,0
03-09-2025,Bihar,Gopalganj,841243,1,0,0
03-09-2025,Bihar,Gopalganj,841425,3,3,0
03-09-2025,Bihar,Gopalganj,841427,7,4,0
03-09-2025,Bihar,Gopalganj,841441,0,1,0
03-09-2025,Bihar,Gopalganj,841501,2,1,0
03-09-2025,Bihar,Jamui,811307,7,8,0
03-09-2025,Bihar,Jehanabad,804406,1,0,0
03-09-2025,Bihar,Jehanabad,804408,1,4,0
03-09-2025,Bihar,Jehanabad,804420,0,1,0
03-09-2025,Bihar,"Kaimur (Bhabua)",821102,8,12,0
03-09-2025,Bihar,"Kaimur (Bhabua)",821105,6,16,0
03-09-2025,Bihar,Katihar,854101,2,6,0
03-09-2025,Bihar,Katihar,854106,2,0,0
03-09-2025,Bihar,Katihar,854107,7,1,0
03-09-2025,Bihar,Khagaria,851202,1,2,0
03-09-2025,Bihar,Khagaria,851205,8,11,0
03-09-2025,Bihar,Khagaria,851213,1,2,0
03-09-2025,Bihar,Kishanganj,855101,25,10,0
03-09-2025,Bihar,Kishanganj,855117,23,8,0
03-09-2025,Bihar,Lakhisarai,811107,9,0,0
03-09-2025,Bihar,Madhubani,847236,1,1,0
03-09-2025,Bihar,Madhubani,847402,3,7,0
03-09-2025,Bihar,Madhubani,847403,1,3,0
03-09-2025,Bihar,Munger,811211,5,13,0
03-09-2025,Bihar,Munger,811214,3,7,0
03-09-2025,Bihar,Munger,813212,1,0,0
03-09-2025,Bihar,Muzaffarpur,843104,1,0,0
03-09-2025,Bihar,Muzaffarpur,843105,2,2,0
03-09-2025,Bihar,Muzaffarpur,843115,2,2,0
03-09-2025,Bihar,Muzaffarpur,843120,2,4,0
03-09-2025,Bihar,Muzaffarpur,843360,2,1,0
03-09-2025,Bihar,Nalanda,801301,0,5,0
03-09-2025,Bihar,Nalanda,801307,0,2,0
03-09-2025,Bihar,Nalanda,803117,4,10,0
03-09-2025,Bihar,Nalanda,803119,2,4,0
03-09-2025,Bihar,Nawada,805103,4,24,0
03-09-2025,Bihar,Nawada,805124,4,12,0
03-09-2025,Bihar,Nawada,805129,0,3,0
03-09-2025,Bihar,Nawada,805133,1,3,0
03-09-2025,Bihar,Patna,800007,2,6,0
03-09-2025,Bihar,Patna,800012,0,1,0
03-09-2025,Bihar,Patna,800020,0,8,0
03-09-2025,Bihar,Patna,800026,0,1,0
03-09-2025,Bihar,Patna,800027,1,3,0
03-09-2025,Bihar,Patna,801108,0,3,0
03-09-2025,Bihar,Patna,801112,0,4,0
03-09-2025,Bihar,Patna,803202,3,7,0
03-09-2025,Bihar,Patna,803211,1,5,0
03-09-2025,Bihar,Purnia,854205,1,4,0
03-09-2025,Bihar,Purnia,854303,3,1,0
03-09-2025,Bihar,Purnia,854325,4,1,0
03-09-2025,Bihar,Rohtas,802211,3,3,0
03-09-2025,Bihar,Rohtas,802214,2,2,0
03-09-2025,Bihar,Rohtas,802215,3,17,0
03-09-2025,Bihar,Rohtas,802220,3,1,0
03-09-2025,Bihar,Rohtas,802221,0,2,0
03-09-2025,Bihar,Rohtas,821104,4,6,0
03-09-2025,Bihar,Rohtas,821304,6,2,0
03-09-2025,Bihar,Rohtas,821305,2,11,0
03-09-2025,Bihar,Saharsa,852115,1,1,0
03-09-2025,Bihar,Saharsa,852201,15,11,0
03-09-2025,Bihar,Saharsa,852212,1,0,0
03-09-2025,Bihar,Saharsa,852216,4,11,0
03-09-2025,Bihar,Saharsa,852221,4,8,0
03-09-2025,Bihar,Samastipur,848102,3,5,0
03-09-2025,Bihar,Samastipur,848127,6,3,0
03-09-2025,Bihar,Samastipur,848130,2,2,0
03-09-2025,Bihar,Samastipur,848131,0,2,0
03-09-2025,Bihar,Samastipur,848132,4,9,0
03-09-2025,Bihar,Samastipur,848206,7,4,1
03-09-2025,Bihar,Samastipur,848208,7,1,0
03-09-2025,Bihar,Samastipur,848210,9,10,0
03-09-2025,Bihar,Samastipur,848220,1,1,0
03-09-2025,Bihar,Samastipur,848237,1,2,0
03-09-2025,Bihar,Saran,841214,3,0,0
03-09-2025,Bihar,Saran,841215,4,1,0
03-09-2025,Bihar,Saran,841217,1,2,0
03-09-2025,Bihar,Saran,841219,1,5,1
03-09-2025,Bihar,Saran,841223,1,1,0
03-09-2025,Bihar,Saran,841311,2,11,0
03-09-2025,Bihar,Saran,841312,2,1,0
03-09-2025,Bihar,Saran,841419,4,11,0
03-09-2025,Bihar,Saran,841424,6,1,0
03-09-2025,Bihar,Sheikhpura,811107,1,2,0
03-09-2025,Bihar,Sheikhpura,811304,3,3,0
03-09-2025,Bihar,Sheohar,843327,2,1,0
03-09-2025,Bihar,Sitamarhi,843117,3,3,0
03-09-2025,Bihar,Sitamarhi,843301,2,1,0
03-09-2025,Bihar,Sitamarhi,843316,1,1,0
03-09-2025,Bihar,Sitamarhi,843317,3,5,1
03-09-2025,Bihar,Sitamarhi,843330,1,0,4
03-09-2025,Bihar,Siwan,841210,1,2,0
03-09-2025,Bihar,Siwan,841235,1,2,0
03-09-2025,Bihar,Siwan,841238,2,5,0
03-09-2025,Bihar,Siwan,841404,0,1,0
03-09-2025,Bihar,Siwan,841502,0,2,0
03-09-2025,Bihar,Supaul,852105,1,1,0
03-09-2025,Bihar,Supaul,852109,5,6,0
03-09-2025,Bihar,Supaul,852123,1,1,0
03-09-2025,Bihar,Supaul,852214,8,3,0
03-09-2025,Bihar,Supaul,852218,5,12,0
03-09-2025,Bihar,Vaishali,844114,7,3,0
03-09-2025,Bihar,Vaishali,844115,4,6,0
03-09-2025,Bihar,Vaishali,844117,2,1,0
03-09-2025,Bihar,Vaishali,844505,2,5,0
03-09-2025,Bihar,Vaishali,844509,3,1,0
03-09-2025,Chhattisgarh,Balod,491221,1,0,0
03-09-2025,Chhattisgarh,"Baloda Bazar",493344,6,4,0
03-09-2025,Chhattisgarh,Balrampur,497118,7,2,0
03-09-2025,Chhattisgarh,Bastar,494223,1,0,1
03-09-2025,Chhattisgarh,Bemetara,490036,1,0,0
03-09-2025,Chhattisgarh,Bemetara,491332,3,0,0
03-09-2025,Chhattisgarh,Bemetara,491337,3,2,0
03-09-2025,Chhattisgarh,Bemetara,491338,1,0,0
03-09-2025,Chhattisgarh,Bilaspur,495004,3,0,0
03-09-2025,Chhattisgarh,Bilaspur,495117,1,0,0
03-09-2025,Chhattisgarh,Bilaspur,495118,1,1,0
03-09-2025,Chhattisgarh,Bilaspur,495223,1,0,0
03-09-2025,Chhattisgarh,Bilaspur,495550,1,0,0
03-09-2025,Chhattisgarh,Dantewada,494552,0,1,0
03-09-2025,Chhattisgarh,Dhamtari,493663,15,0,0
03-09-2025,Chhattisgarh,Dhamtari,493776,3,0,0
03-09-2025,Chhattisgarh,Dhamtari,493778,9,1,0
03-09-2025,Chhattisgarh,Durg,491111,5,0,0
03-09-2025,Chhattisgarh,Durg,491331,2,1,0
03-09-2025,Chhattisgarh,Gariyaband,492109,1,0,0
03-09-2025,Chhattisgarh,Gariyaband,493996,5,0,0
03-09-2025,Chhattisgarh,Janjgir-champa,495557,0,1,0
03-09-2025,Chhattisgarh,Janjgir-champa,495559,5,0,0
03-09-2025,Chhattisgarh,Janjgir-champa,495661,3,0,0
03-09-2025,Chhattisgarh,Janjgir-champa,495668,12,1,0
03-09-2025,Chhattisgarh,Janjgir-champa,495687,8,1,0
03-09-2025,Chhattisgarh,Kabeerdham,491995,4,1,0
03-09-2025,Chhattisgarh,Kanker,494230,1,2,0
03-09-2025,Chhattisgarh,Kanker,494771,2,1,0
03-09-2025,Chhattisgarh,Kanker,494776,6,1,0
03-09-2025,Chhattisgarh,Kawardha,491888,1,0,0
03-09-2025,Chhattisgarh,Kawardha,491995,13,5,0
03-09-2025,Chhattisgarh,"Khairagarh Chhuikhadan Gandai",491888,3,0,0
03-09-2025,Chhattisgarh,Kondagaon,494229,1,1,0
03-09-2025,Chhattisgarh,Korba,495119,1,0,0
03-09-2025,Chhattisgarh,Korba,495445,12,4,0
03-09-2025,Chhattisgarh,Korba,495683,4,0,0
03-09-2025,Chhattisgarh,Koriya,497339,3,2,0
03-09-2025,Chhattisgarh,Mahasamund,493445,14,0,0
03-09-2025,Chhattisgarh,"Mohla-Manpur-Ambagarh Chouki",491668,1,0,0
03-09-2025,Chhattisgarh,Mungeli,495335,5,1,0
03-09-2025,Chhattisgarh,Raigarh,496111,6,1,0
03-09-2025,Chhattisgarh,Raipur,492003,1,1,0
03-09-2025,Chhattisgarh,Raipur,492009,1,0,0
03-09-2025,Chhattisgarh,Raipur,492015,4,0,0
03-09-2025,Chhattisgarh,Raipur,493116,0,1,0
03-09-2025,Chhattisgarh,Raipur,493881,3,1,0
03-09-2025,Chhattisgarh,Rajnandgaon,491661,2,0,0
03-09-2025,Chhattisgarh,Rajnandgaon,491881,4,1,0
03-09-2025,Chhattisgarh,Surajpur,497231,4,3,0
03-09-2025,Chhattisgarh,Surajpur,497235,2,0,0
03-09-2025,Chhattisgarh,Surguja,497114,2,0,0
03-09-2025,Chhattisgarh,"Uttar Bastar Kanker",494665,5,1,0
03-09-2025,"Dadra and Nagar Haveli and Daman and Diu","Dadra and Nagar Haveli",396230,1,0,0
03-09-2025,"Dadra and Nagar Haveli and Daman and Diu",Daman,396210,1,0,1
03-09-2025,Delhi,Najafgarh,110043,1,0,0
03-09-2025,Delhi,"North East Delhi",110053,13,5,0
03-09-2025,Delhi,"North East Delhi",110094,35,29,0
03-09-2025,Delhi,"North West Delhi",110009,3,5,0
03-09-2025,Delhi,"North West Delhi",110033,7,0,0
03-09-2025,Delhi,"North West Delhi",110040,5,0,0
03-09-2025,Delhi,"South Delhi",110013,1,1,0
03-09-2025,Delhi,"South Delhi",110019,10,0,1
03-09-2025,Delhi,"South Delhi",110025,4,2,0
03-09-2025,Delhi,"South Delhi",110044,15,9,0
03-09-2025,Delhi,"South Delhi",110047,2,1,0
03-09-2025,Delhi,"South Delhi",110065,4,0,1
03-09-2025,Delhi,"South Delhi",110080,4,2,0
03-09-2025,Delhi,"South West Delhi",110037,4,2,1
03-09-2025,Delhi,"South West Delhi",110061,1,0,0
03-09-2025,Delhi,"South West Delhi",110070,3,3,3
03-09-2025,Delhi,"South West Delhi",110072,3,1,0
03-09-2025,Delhi,"West Delhi",110063,8,3,0
03-09-2025,Delhi,"West Delhi",110087,2,0,0
03-09-2025,Goa,"North Goa",403401,2,0,0
03-09-2025,Goa,"North Goa",403503,1,0,0
03-09-2025,Goa,"South Goa",403705,1,0,0
03-09-2025,Goa,"South Goa",403726,1,0,0
03-09-2025,Gujarat,Ahmadabad,380058,0,2,0
03-09-2025,Gujarat,Ahmadabad,380061,1,0,0
03-09-2025,Gujarat,Ahmadabad,382440,0,1,0
03-09-2025,Gujarat,Ahmedabad,380004,5,1,0
03-09-2025,Gujarat,Ahmedabad,380009,2,0,0
03-09-2025,Gujarat,Ahmedabad,380024,6,0,0
03-09-2025,Gujarat,Ahmedabad,380028,3,1,0
03-09-2025,Gujarat,Ahmedabad,380061,3,3,0
03-09-2025,Gujarat,Ahmedabad,380063,0,1,0
03-09-2025,Gujarat,Ahmedabad,382130,2,0,0
03-09-2025,Gujarat,Ahmedabad,382150,11,4,1
03-09-2025,Gujarat,Ahmedabad,382340,2,1,0
03-09-2025,Gujarat,Ahmedabad,382481,7,2,0
03-09-2025,Gujarat,Amreli,365430,22,0,0
03-09-2025,Gujarat,Amreli,365545,2,0,0
03-09-2025,Gujarat,Anand,387240,4,0,0
03-09-2025,Gujarat,Anand,388170,3,0,0
03-09-2025,Gujarat,Anand,388210,2,0,0
03-09-2025,Gujarat,Anand,388345,1,0,0
03-09-2025,Gujarat,Anand,388350,3,1,0
03-09-2025,Gujarat,Anand,388360,3,0,0
03-09-2025,Gujarat,Anand,388580,7,2,0
03-09-2025,Gujarat,Arvalli,383245,2,0,0
03-09-2025,Gujarat,Arvalli,383315,1,0,0
03-09-2025,Gujarat,Arvalli,383335,0,2,0
03-09-2025,Gujarat,Banaskantha,385545,4,7,0
03-09-2025,Gujarat,Banaskantha,385550,3,3,0
03-09-2025,Gujarat,Banaskantha,385560,0,4,0
03-09-2025,Gujarat,Banaskantha,385566,6,3,0
03-09-2025,Gujarat,Banaskantha,385570,3,2,0
03-09-2025,Gujarat,Bharuch,392160,1,0,0
03-09-2025,Gujarat,Bharuch,392210,2,0,0
03-09-2025,Gujarat,Bharuch,393135,1,0,0
03-09-2025,Gujarat,Bharuch,394810,1,0,0
03-09-2025,Gujarat,Bhavnagar,364006,4,0,0
03-09-2025,Gujarat,Bhavnagar,364050,4,1,0
03-09-2025,Gujarat,Bhavnagar,364060,5,0,0
03-09-2025,Gujarat,Bhavnagar,364135,1,2,0
03-09-2025,Gujarat,Bhavnagar,364150,3,1,0
03-09-2025,Gujarat,Bhavnagar,364260,2,0,0
03-09-2025,Gujarat,Bhavnagar,364295,0,0,1
03-09-2025,Gujarat,Bhavnagar,364505,3,1,0
03-09-2025,Gujarat,Bhavnagar,364730,1,0,0
03-09-2025,Gujarat,Botad,364720,1,2,0
03-09-2025,Gujarat,Botad,382450,6,1,0
03-09-2025,Gujarat,Chhotaudepur,391110,0,1,0
03-09-2025,Gujarat,Chhotaudepur,391135,1,0,0
03-09-2025,Gujarat,Chhotaudepur,391150,2,2,0
03-09-2025,Gujarat,Dahod,389130,5,0,1
03-09-2025,Gujarat,Dahod,389152,1,1,0
03-09-2025,Gujarat,Dahod,389380,19,7,1
03-09-2025,Gujarat,Dahod,389382,2,2,0
03-09-2025,Gujarat,"Devbhumi Dwarka",361310,3,2,0
03-09-2025,Gujarat,"Devbhumi Dwarka",361320,2,0,0
03-09-2025,Gujarat,Dohad,389175,2,1,0
03-09-2025,Gujarat,Gandhinagar,382024,0,1,0
03-09-2025,Gujarat,Gandhinagar,382028,1,0,0
03-09-2025,Gujarat,Gandhinagar,382740,1,0,0
03-09-2025,Gujarat,Gandhinagar,382810,1,0,0
03-09-2025,Gujarat,Jamnagar,360530,1,0,0
03-09-2025,Gujarat,Jamnagar,361002,1,2,0
03-09-2025,Gujarat,Jamnagar,361008,2,1,0
03-09-2025,Gujarat,Jamnagar,361120,2,0,0
03-09-2025,Gujarat,Jamnagar,361280,1,0,0
03-09-2025,Gujarat,Jamnagar,361315,2,0,0
03-09-2025,Gujarat,Jamnagar,361335,4,1,0
03-09-2025,Gujarat,Junagadh,362205,2,0,0
03-09-2025,Gujarat,Junagadh,362225,23,2,0
03-09-2025,Gujarat,Junagadh,362550,0,1,0
03-09-2025,Gujarat,Junagadh,362725,1,0,0
03-09-2025,Gujarat,Kachchh,370110,4,5,0
03-09-2025,Gujarat,Kachchh,370165,12,1,0
03-09-2025,Gujarat,Kheda,387315,1,0,0
03-09-2025,Gujarat,Kheda,387365,2,0,0
03-09-2025,Gujarat,Kheda,387411,1,0,0
03-09-2025,Gujarat,Kheda,387540,2,1,0
03-09-2025,Gujarat,Kheda,388230,1,0,0
03-09-2025,Gujarat,Kheda,388235,3,1,0
03-09-2025,Gujarat,Kheda,388255,6,3,0
03-09-2025,Gujarat,Kheda,388260,4,0,0
03-09-2025,Gujarat,Mahesana,382165,1,0,0
03-09-2025,Gujarat,Mahesana,382870,2,0,0
03-09-2025,Gujarat,Mahesana,384205,2,1,0
03-09-2025,Gujarat,Mahesana,384305,1,0,0
03-09-2025,Gujarat,Mahisagar,388260,2,0,0
03-09-2025,Gujarat,Mahisagar,388270,1,1,0
03-09-2025,Gujarat,Morbi,363670,0,2,1
03-09-2025,Gujarat,Narmada,393050,6,0,0
03-09-2025,Gujarat,Navsari,396040,2,0,0
03-09-2025,Gujarat,Navsari,396436,3,0,0
03-09-2025,Gujarat,Panchmahals,388713,0,1,0
03-09-2025,Gujarat,Panchmahals,389001,8,2,0
03-09-2025,Gujarat,Panchmahals,389120,7,1,0
03-09-2025,Gujarat,Panchmahals,389230,1,0,0
03-09-2025,Gujarat,Panchmahals,389240,2,0,0
03-09-2025,Gujarat,Panchmahals,389340,4,0,0
03-09-2025,Gujarat,Patan,384241,0,1,0
03-09-2025,Gujarat,Patan,384255,5,0,0
03-09-2025,Gujarat,Patan,384285,3,0,0
03-09-2025,Gujarat,Porbandar,360545,1,1,0
03-09-2025,Gujarat,Porbandar,360570,1,0,0
03-09-2025,Gujarat,Rajkot,360001,6,1,0
03-09-2025,Gujarat,Rajkot,360003,23,3,0
03-09-2025,Gujarat,Rajkot,360005,13,4,0
03-09-2025,Gujarat,Rajkot,360025,3,2,0
03-09-2025,Gujarat,Rajkot,360050,3,0,0
03-09-2025,Gujarat,Rajkot,360055,4,1,2
03-09-2025,Gujarat,Rajkot,360405,4,0,0
03-09-2025,Gujarat,Rajkot,360410,6,0,0
03-09-2025,Gujarat,Rajkot,360440,0,1,0
03-09-2025,Gujarat,Rajkot,360490,3,0,0
03-09-2025,Gujarat,Rajkot,364470,1,2,0
03-09-2025,Gujarat,Sabarkantha,383215,1,0,0
03-09-2025,Gujarat,Sabarkantha,383251,1,0,0
03-09-2025,Gujarat,Sabarkantha,383305,1,1,0
03-09-2025,Gujarat,Sabarkantha,383316,3,0,0
03-09-2025,Gujarat,Sabarkantha,383330,2,0,0
03-09-2025,Gujarat,Sabarkantha,383350,3,0,0
03-09-2025,Gujarat,Sabarkantha,383355,1,1,0
03-09-2025,Gujarat,Sabarkantha,383410,1,0,0
03-09-2025,Gujarat,Surat,394101,12,2,1
03-09-2025,Gujarat,Surat,394230,5,3,0
03-09-2025,Gujarat,Surat,394320,1,1,0
03-09-2025,Gujarat,Surat,395008,8,2,0
03-09-2025,Gujarat,Surat,395023,5,0,1
03-09-2025,Gujarat,Surat,396510,1,0,0
03-09-2025,Gujarat,"Surendra Nagar",363001,7,0,0
03-09-2025,Gujarat,"Surendra Nagar",363415,2,0,0
03-09-2025,Gujarat,"Surendra Nagar",363510,2,0,0
03-09-2025,Gujarat,"Surendra Nagar",363530,6,6,0
03-09-2025,Gujarat,"Surendra Nagar",382780,0,1,0
03-09-2025,Gujarat,Surendranagar,363001,1,0,0
03-09-2025,Gujarat,Tapi,394670,0,1,0
